StatTrak™ AWP | Corticera (Field-Tested)
StatTrak™ MP9 | Rose Iron (Minimal Wear)
AK-47 | Cartel (Battle-Scarred)
StatTrak™ M4A1-S | Flashback (Factory New)
StatTrak™ AK-47 | Slate (Field-Tested)
StatTrak™ AK-47 | Ice Coaled (Well-Worn)
StatTrak™ MAC-10 | Tatter (Field-Tested)
MP9 | Hypnotic (Minimal Wear)
Souvenir USP-S | Ancient Visions (Factory New)
StatTrak™ M4A4 | Desert-Strike (Field-Tested)
USP-S | Para Green (Field-Tested)
MAC-10 | Stalker (Field-Tested)
AK-47 | Cartel (Field-Tested)
Desert Eagle | Night (Battle-Scarred)
AWP | Fever Dream (Minimal Wear)
Glock-18 | Bullet Queen (Minimal Wear)
FAMAS | Djinn (Factory New)
StatTrak™ AUG | Torque (Battle-Scarred)
MP9 | Arctic Tri-Tone (Factory New)
Souvenir USP-S | Check Engine (Factory New)
StatTrak™ MP9 | Airlock (Minimal Wear)
StatTrak™ USP-S | Jawbreaker (Well-Worn)
StatTrak™ USP-S | Jawbreaker (Battle-Scarred)
USP-S | The Traitor (Field-Tested)
M4A4 | Temukau (Well-Worn)
StatTrak™ AUG | Torque (Well-Worn)
StatTrak™ Glock-18 | Steel Disruption (Factory New)
USP-S | Jawbreaker (Minimal Wear)
Souvenir MP9 | Sand Dashed (Factory New)
StatTrak™ AWP | Exoskeleton (Minimal Wear)
StatTrak™ AUG | Death by Puppy (Minimal Wear)
M4A1-S | Basilisk (Factory New)
StatTrak™ AWP | Duality (Minimal Wear)
StatTrak™ FAMAS | Djinn (Minimal Wear)
M4A1-S | Leaded Glass (Factory New)
AK-47 | Blue Laminate (Field-Tested)
StatTrak™ FAMAS | Pulse (Field-Tested)
StatTrak™ MP9 | Hydra (Field-Tested)
MAC-10 | Commuter (Battle-Scarred)
M4A4 | Buzz Kill (Well-Worn)
AK-47 | Point Disarray (Well-Worn)
StatTrak™ AUG | Torque (Field-Tested)
MAC-10 | Neon Rider (Factory New)
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested)
Souvenir MP9 | Dark Age (Minimal Wear)
Glock-18 | Neo-Noir (Field-Tested)
Souvenir USP-S | Orange Anolis (Factory New)
FAMAS | Mecha Industries (Factory New)
StatTrak™ USP-S | Guardian (Minimal Wear)
StatTrak™ MAC-10 | Heat (Minimal Wear)
AUG | Eye of Zapems (Minimal Wear)
Souvenir MP9 | Dark Age (Field-Tested)
M4A1-S | Decimator (Field-Tested)
AWP | Duality (Factory New)
StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred)
StatTrak™ Glock-18 | Snack Attack (Battle-Scarred)
FAMAS | Spitfire (Battle-Scarred)
StatTrak™ M4A1-S | Leaded Glass (Field-Tested)
Desert Eagle | Crimson Web (Well-Worn)
StatTrak™ AK-47 | Ice Coaled (Field-Tested)
MAC-10 | Stalker (Battle-Scarred)
Glock-18 | Reactor (Factory New)
MAC-10 | Stalker (Well-Worn)
StatTrak™ AK-47 | Rat Rod (Field-Tested)
MAC-10 | Tatter (Factory New)
StatTrak™ AK-47 | Slate (Well-Worn)
M4A4 | The Battlestar (Factory New)
AWP | Fever Dream (Battle-Scarred)
Souvenir AWP | Black Nile (Minimal Wear)
AK-47 | Jungle Spray (Minimal Wear)
AUG | Fleet Flock (Factory New)
MAC-10 | Curse (Battle-Scarred)
M4A1-S | Decimator (Battle-Scarred)
Souvenir Glock-18 | Reactor (Field-Tested)
MP9 | Airlock (Factory New)
AK-47 | Phantom Disruptor (Factory New)
StatTrak™ USP-S | Cyrex (Factory New)
StatTrak™ Glock-18 | Steel Disruption (Field-Tested)
AUG | Death by Puppy (Factory New)
AWP | Fever Dream (Field-Tested)
StatTrak™ AK-47 | Slate (Battle-Scarred)
StatTrak™ AK-47 | Rat Rod (Well-Worn)
AUG | Colony (Factory New)
AWP | Fever Dream (Well-Worn)
